시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자
경기도,이천시,경충대로,,경기도 이천시 부발읍 아미리 700-6,29,1,N,N,37.24823966,127.4912326,6,8,21.8,Y,N,N,23,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 부발읍 가산리 769,30,1,N,N,37.24217769,127.5010691,7,8,25.2,Y,N,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 부발읍 가산리 769,31,1,N,N,37.24217769,127.5010691,7,6,24,Y,N,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 부발읍 가산리 484-1,32,1,N,N,37.24122501,127.5062917,7,8,22,Y,N,N,25,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 부발읍 응암리 546,33,1,N,N,37.23936689,127.512449,5,6,20,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 부발읍 응암리 538,34,1,N,N,37.23684118,127.5157161,7,8,22,Y,N,N,23,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 부발읍 응암리 166,35,1,N,N,37.23465089,127.5203021,6,8,21.8,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 부발읍 응암리 316,36,1,N,N,37.23344593,127.5214613,6,8,20.8,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 대월면 장평리 487-1,37,1,N,N,37.22087646,127.5262871,6,8,21,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 이황리 625-1,38,1,N,N,37.16821182,127.5743041,5,8,16.4,Y,N,N,20,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 이황리 615,39,1,N,N,37.16231195,127.5756079,5,8,18.8,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 이황리 434-1,40,1,N,N,37.15286217,127.5772617,4,6,16.4,Y,N,N,22,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 이황리 607,41,1,N,N,37.14937912,127.579329,6,8,22,Y,N,N,25,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 이황리 572,42,1,N,N,37.14270805,127.5936261,6,6,20.8,Y,N,N,23,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 선읍리 28-5,43,1,N,N,37.13734637,127.5980925,4,4,15,N,Y,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 와현리 533-1,44,1,N,N,37.13541091,127.5995365,5,8,21,Y,Y,N,23,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 와현리 584,45,1,N,N,37.13497997,127.5998834,6,8,21.8,Y,Y,N,23,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 송산리 716,46,1,N,N,37.13322381,127.6024458,4,8,14.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 송산리 11-1,47,1,N,N,37.13244233,127.6037896,5,6,16,Y,N,N,20,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 송산리 2,48,1,N,N,37.13145444,127.6054812,5,8,19,Y,N,N,20,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 진암리 382-3,49,1,N,N,37.12998468,127.6081595,5,8,17.4,Y,Y,N,20,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 진암리 산2-17,50,1,N,N,37.12785589,127.6124817,6,6,23.2,Y,N,N,25,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 장호원리 314-10,51,1,N,N,37.12298816,127.6160319,5,6,20.6,Y,N,N,25,,Y,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,경충대로,,경기도 이천시 장호원읍 진암리 11-8,52,1,N,N,37.1155207,127.6224634,3,8,28,Y,N,N,28,,Y,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장감로,,경기도 이천시 장호원읍 진암리 703,53,1,N,N,37.11563608,127.6236562,3,6,12,Y,N,N,17,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장감로,,경기도 이천시 장호원읍 진암리 703,54,1,N,N,37.11563608,127.6236562,2,4,10,N,N,N,,,N,Y,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장감로,,경기도 이천시 장호원읍 진암리 698,55,1,N,N,37.11622712,127.6263997,2,4,10,N,N,N,,,N,Y,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장감로,,경기도 이천시 장호원읍 장호원리107-2,56,1,N,N,37.116462,127.6277338,2,4,10,Y,Y,N,17,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장감로,,경기도 이천시 장호원읍 장호원리101-17,57,1,N,N,37.11670959,127.6293421,2,6,10,Y,N,N,15,,N,Y,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장감로,,경기도 이천시 장호원읍 장호원리120-20,58,1,N,N,37.11762713,127.6279207,2,6,10,Y,N,N,15,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장감로,경기도 이천시 장호원읍 장감로77번길 14,경기도 이천시 장호원읍 장호원리 350,59,1,N,N,37.11808874,127.6312509,2,6,10.4,N,N,N,,,N,Y,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장감로,경기도 이천시 장호원읍 장감로77번길 14,경기도 이천시 장호원읍 장호원리 350,60,1,N,N,37.11808874,127.6312509,2,4,10.4,N,N,N,,,N,Y,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장감로,경기도 이천시 장호원읍 장감로77번길 14,경기도 이천시 장호원읍 장호원리 350,61,1,N,N,37.11808874,127.6312509,2,6,10.4,N,N,N,,,N,Y,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장감로,경기도 이천시 장호원읍 장감로77번길 14,경기도 이천시 장호원읍 장호원리 350,62,1,N,N,37.11808874,127.6312509,2,6,10.4,Y,N,N,15,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장여로,,경기도 이천시 장호원읍 장호원리 11-6,63,1,N,N,37.11835455,127.6331129,3,6,10.4,Y,N,N,15,,N,Y,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장여로,,경기도 이천시 장호원읍 장호원리 10-14,64,1,N,N,37.11901735,127.6325341,4,8,15,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장여로,,경기도 이천시 장호원읍 노탑리 834-3,65,1,N,N,37.12160272,127.6308317,5,6,18,Y,N,N,23,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장여로,,경기도 이천시 장호원읍 노탑리 831,66,1,N,N,37.12708186,127.6294287,2,6,11,Y,N,N,15,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장여로,,경기도 이천시 장호원읍 노탑리 826,67,1,N,N,37.13434874,127.6280128,2,4,7,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장여로,,경기도 이천시 장호원읍 노탑리 817,68,1,N,N,37.14120437,127.6268145,3,4,9,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장여로,,경기도 이천시 장호원읍 노탑리 814,69,1,N,N,37.14511886,127.6265371,2,4,7,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,장여로,,경기도 이천시 장호원읍 풍계리 82-2,70,1,N,N,37.15023494,127.6263317,3,6,11,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,서동대로,,경기도 이천시 장호원읍 어석리 120,71,1,N,N,37.11457546,127.5823594,5,8,20,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,서동대로,,경기도 이천시 장호원읍 송산리 170-2,72,1,N,N,37.11371469,127.5918817,7,8,32.6,Y,Y,N,33,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,서동대로,경기도 이천시 장호원읍 서동대로 8649,경기도 이천시 장호원읍 송산리 177-1,73,1,N,N,37.11438501,127.5961705,4,4,2.5,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,서동대로,,경기도 이천시 장호원읍 송산리 681,74,1,N,N,37.1144137,127.6000025,7,8,28.8,Y,Y,N,30,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 744,75,1,N,N,37.115193,127.6100373,6,8,36.2,Y,N,N,44,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 산26-4,76,1,N,N,37.11504303,127.6121253,6,8,26.8,Y,N,N,30,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,서동대로,,경기도 이천시 장호원읍 장호원리 340-11,77,1,N,N,37.11501586,127.6139961,5,6,22,Y,Y,N,25,,Y,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 17-10,78,1,N,N,37.11515626,127.6157199,7,8,24.2,Y,Y,N,30,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 17-10,79,1,N,N,37.11515626,127.6157199,6,8,22.8,Y,Y,N,25,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 18,80,1,N,N,37.11512622,127.6202831,5,8,19.2,Y,Y,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 700-2,81,1,N,N,37.115391,127.619929,6,8,22.2,Y,Y,N,25,,Y,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,서동대로,,경기도 이천시 장호원읍 진암리 22,82,1,N,N,37.11502612,127.6231091,4,8,41.2,Y,N,N,47,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 마장면 양촌리 산15-2,83,1,N,N,37.2559266,127.3501105,6,6,20.4,Y,N,N,23,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 마장면 양촌리 28-1,84,1,N,N,37.25551945,127.3521716,6,8,28.8,Y,N,N,30,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 마장면 표교리 641,85,1,N,N,37.25530111,127.3990147,6,6,22,Y,N,N,25,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 마장면 표교리 631,86,1,N,N,37.25477347,127.4046121,6,8,24,Y,N,N,25,,Y,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 마장면 표교리 612,87,1,N,N,37.2542479,127.4073811,7,4,24.8,Y,N,N,30,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 호법면 안평리 755,88,1,N,N,37.24933293,127.4132491,5,6,17,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 호법면 안평리 759,89,1,N,N,37.24737964,127.4152953,8,6,25.2,Y,N,N,30,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 호법면 안평리 718,90,1,N,N,37.24401897,127.4211715,5,8,19.2,Y,N,N,23,,Y,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 호법면 안평리 718,91,1,N,N,37.24401897,127.4211715,8,6,33.6,Y,N,N,30,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 호법면 유산리 778,92,1,N,N,37.24405498,127.4328422,6,8,22.8,Y,N,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 호법면 유산리 491,93,1,N,N,37.24485878,127.4377955,8,8,30.4,Y,N,N,28,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 장록동 산1-3,94,1,N,N,37.25874675,127.4578217,9,6,34,Y,N,N,28,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 가좌리 299,95,1,N,N,37.26030358,127.4583271,8,6,28.4,Y,N,N,25,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 신하리 621-2,96,1,N,N,37.27057207,127.4656533,5,8,18.6,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 마암리 446,97,1,N,N,37.27910442,127.4730422,6,8,20,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 마암리 446,98,1,N,N,37.27910442,127.4730422,7,4,25.2,Y,N,N,27,,N,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 무촌리 223-1,99,1,N,N,37.28645073,127.4893675,6,8,19.8,Y,N,N,23,,Y,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 무촌리 518,100,1,N,N,37.28863654,127.4932264,6,8,22,Y,N,N,23,,Y,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 신원리 558-36,101,1,N,N,37.29032054,127.5059507,6,8,26.2,Y,N,N,25,,Y,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 신원리 696,102,1,N,N,37.29014187,127.5058733,5,8,20.2,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 신원리 670,103,1,N,N,37.29351978,127.5130112,6,8,21,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 신원리 77-7,104,1,N,N,37.29210338,127.5173544,6,8,21,Y,N,N,23,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 신원리 산30-1,105,1,N,N,37.2924571,127.5205382,5,8,17,Y,N,N,20,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 고백리 640-2,106,1,N,N,37.29315608,127.5284114,7,8,23.8,Y,N,N,25,,N,Y,Y,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,중부대로,,경기도 이천시 부발읍 고백리 314-5,107,1,N,N,37.29401877,127.5339284,6,8,24,Y,N,N,25,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 두미리 813,108,1,N,N,37.16118038,127.438518,2,6,5.8,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 두미리 813,109,1,N,N,37.16118038,127.438518,2,6,5.8,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 두미리 813,110,1,N,N,37.16118038,127.438518,3,6,8.6,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 두미리 812,111,1,N,N,37.16684021,127.4392372,2,6,5.8,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 어농리 687,112,1,N,N,37.17503146,127.4388302,2,4,9.8,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 어농리 675-1,113,1,N,N,37.17881702,127.4393584,4,6,14.6,Y,N,Y,,,Y,Y,Y,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 어농리 671-2,114,1,N,N,37.17916419,127.4394053,3,6,12.6,Y,N,Y,,,Y,Y,Y,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 어농리 산119,115,1,N,N,37.1817432,127.4395215,2,6,7.4,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 어농리 631,116,1,N,N,37.18530748,127.4401281,2,6,5.6,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 신갈리 372-2,117,1,N,N,37.1970904,127.4456813,3,4,10.2,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 신갈리 640,118,1,N,N,37.19975418,127.4474469,2,4,6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 신갈리 640,119,1,N,N,37.19975418,127.4474469,2,5,6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 신갈리 440-4,120,1,N,Y,37.2009239,127.4486454,2,4,6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 신갈리 640,121,1,N,Y,37.19975418,127.4474469,2,5,6,Y,N,N,,,N,Y,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 모가면 신갈리 181-4,122,1,N,Y,37.20354419,127.4503166,2,4,6,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,사실로,,경기도 이천시 대포동 585-4,123,1,N,N,37.20894224,127.453021,2,4,9.8,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 대포동 925-2,124,1,N,N,37.21090703,127.4533121,2,4,8,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 대포동 935-5,125,1,N,N,37.21474925,127.4511345,3,4,11,Y,N,N,,,Y,Y,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 대포동 935-5,126,1,N,N,37.21474925,127.4511345,3,4,11,Y,N,N,,,Y,Y,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 단월동 555-5,127,1,N,N,37.21933217,127.4493264,6,10,19.2,Y,N,N,,,N,N,N,Y,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 고담동 467-4,128,1,N,N,37.24260848,127.4533519,2,4,6.6,Y,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 고담동 450-1,129,1,N,N,37.24360589,127.4541182,2,4,6.2,N,N,N,,,N,N,N,N,경기도 이천시청,031-644-2443,2025-02-25
경기도,이천시,진상미로,,경기도 이천시 고담동 447-2,130,1,N,N,37.24431217,127.4546163,2,4,6.2,N,N,N,,,N,Y,N,N,경기도 이천시청,031-644-2443,2025-02-25
