시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자
세종특별자치시,없음,마음로,,세종특별자치시 고운동 1366,SJ00035,1,,N,36.51568465,127.2308396,4,5.3,13.1,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
세종특별자치시,없음,마음로,,세종특별자치시 고운동 1366,SJ00036,1,,N,36.51568465,127.2308396,5,5.3,16.4,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
세종특별자치시,없음,세종로,,세종특별자치시 종촌동 640,SJ00037,1,,N,36.50817453,127.2429503,5,5.3,17,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
세종특별자치시,없음,세종로,,세종특별자치시 종촌동 640,SJ00038,1,,N,36.50817453,127.2429503,6,5.3,20.6,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
세종특별자치시,없음,세종로,,세종특별자치시 종촌동 640,SJ00039,1,,N,36.50817453,127.2429503,5,5.3,17,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
세종특별자치시,없음,세종로,,세종특별자치시 종촌동 640,SJ00040,1,,N,36.50817453,127.2429503,6,5.3,20.9,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
세종특별자치시,없음,갈매로,,세종특별자치시 어진동 654,SJ00041,1,,N,36.4968074,127.2643386,7,5.3,23.3,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
세종특별자치시,없음,갈매로,,세종특별자치시 어진동 654,SJ00042,1,,N,36.4968074,127.2643386,7,5.3,23.9,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
세종특별자치시,없음,갈매로,,세종특별자치시 어진동 654,SJ00043,1,,N,36.496814,127.2643386,7,5.3,24.3,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
세종특별자치시,없음,갈매로,,세종특별자치시 어진동 654,SJ00044,1,,N,36.4968074,127.2643386,5,5.3,17.1,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
세종특별자치시,없음,마음로,,세종특별자치시 고운동 산 95,SJ00045,1,,N,36.52155423,127.234216,5,5.3,10.6,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
세종특별자치시,없음,마음로,,세종특별자치시 고운동 산 95,SJ00046,1,,N,36.52155423,127.2342137,3,5.3,16.5,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
세종특별자치시,없음,마음로,,세종특별자치시 고운동 산 95,SJ00047,1,,N,36.52155423,127.234281,5,5.3,10.2,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
세종특별자치시,없음,마음로,,세종특별자치시 고운동 산 95,SJ00048,1,,N,36.52155423,127.234289,3,5.3,16.6,Y,,,,,N,,N,,세종특별자치시,044-300-5534,2024-11-18
