address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y,grid_idx
경북 영천시 야사동 204-2,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",486,26094644,054-332-3535,햇살어린이집,http://place.map.kakao.com/26094644,경북 영천시 문화새길 82,128.948109284235,35.9711769924752,3585
경북 영천시 망정동 116,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",684,18281832,,앙팡어린이집,http://place.map.kakao.com/18281832,경북 영천시 동부로 14,128.95014993073616,35.97225485873379,3585
경북 영천시 망정동 116,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",684,14694295,,예일어린이집,http://place.map.kakao.com/14694295,경북 영천시 동부로 14,128.950196757378,35.9722207576511,3585
경북 영천시 망정동 116,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",446,18867041,054-338-6711,튼튼어린이집,http://place.map.kakao.com/18867041,경북 영천시 동부로 14,128.95068999901352,35.972128937382735,3586
경북 영천시 망정동 207-4,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",614,21642686,054-334-4279,아름어린이집,http://place.map.kakao.com/21642686,경북 영천시 망정3길 10-11,128.95264310258963,35.97658000273023,3587
경북 영천시 야사동 34-1,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 유치원",611,8487046,054-338-4764,포은초등학교 병설유치원,http://place.map.kakao.com/8487046,경북 영천시 망정4길 72,128.950444930124,35.9803227859304,3587
경북 영천시 망정동 378-1,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",642,26086636,054-333-6319,동부어린이집,http://place.map.kakao.com/26086636,경북 영천시 망정로 80,128.95263696633003,35.982719115526635,3588
경북 영천시 망정동 519-2,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",599,27370865,054-336-5234,베이비하우스어린이집,http://place.map.kakao.com/27370865,경북 영천시 창신길 7,128.9525218719585,35.986326181337375,3589
경북 영천시 망정동 519-2,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",599,1406406316,054-336-5234,베이하우스어린이집,http://place.map.kakao.com/1406406316,경북 영천시 창신길 7,128.952537607792,35.9862898822511,3589
경북 영천시 망정동 518-1,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",535,8964834,054-331-1970,리라어린이집,http://place.map.kakao.com/8964834,경북 영천시 창신길 41,128.95201510642602,35.98951701822739,3590
경북 영천시 망정동 468,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",676,3818796,054-333-1117,꼭지어린이집,http://place.map.kakao.com/3818796,경북 영천시 창신1길 35,128.953485519752,35.9888064588392,3590
경북 영천시 망정동 468,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",650,27372307,054-336-8618,밤비니어린이집,http://place.map.kakao.com/27372307,경북 영천시 창신1길 35,128.95329340506837,35.990053067355525,3590
경북 영천시 망정동 518-1,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",535,24039044,,교동어린이집,http://place.map.kakao.com/24039044,경북 영천시 창신길 41,128.952010762007,35.9895206932288,3590
경북 영천시 망정동 462-2,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",436,26548123,054-334-5234,청삼어린이집,http://place.map.kakao.com/26548123,경북 영천시 창신1길 12-1,128.9560239517944,35.986717848873056,3668
경북 영천시 망정동 461,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",618,568233230,054-331-1213,코아루어린이집,http://place.map.kakao.com/568233230,경북 영천시 창신1길 42,128.954982024668,35.9900525842531,3668
경북 영천시 망정동 462,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",499,1802311665,,아이뜰어린이집,http://place.map.kakao.com/1802311665,경북 영천시 창신1길 22,128.95565045608598,35.9882503555529,3668
경북 영천시 망정동 462-2,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",420,17667258,054-332-2977,두리어린이집,http://place.map.kakao.com/17667258,경북 영천시 창신1길 12,128.955403329413,35.9873569176087,3668
경북 영천시 망정동 462-2,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",432,7853272,,하하하어린이집,http://place.map.kakao.com/7853272,경북 영천시 창신1길 12,128.954713507049,35.9881575019227,3668
경북 영천시 망정동 409-6,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",436,9556929,054-334-1177,한솔어린이집,http://place.map.kakao.com/9556929,경북 영천시 창신길 87,128.956025987913,35.9913799599002,3669
경북 영천시 고경면 단포리 160,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 유치원",603,8839490,054-335-5760,단포초등학교 병설유치원,http://place.map.kakao.com/8839490,경북 영천시 고경면 호국로 343,128.9747817191864,35.98087518104012,3904
경북 영천시 임고면 양항리 616-1,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",685,13318253,054-336-7750,임고 보듬이나눔이어린이집,http://place.map.kakao.com/13318253,경북 영천시 임고면 포은로 491,128.973939387136,36.0210919516853,3912
경북 영천시 임고면 양항리 616-1,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 어린이집",445,23862851,,임고면 어린이집,http://place.map.kakao.com/23862851,경북 영천시 임고면 포은로 491,128.97376046021364,36.02156705536209,3913
경북 영천시 북안면 고지리 580-2,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 유치원",575,9059851,054-332-6598,북안초등학교 병설유치원,http://place.map.kakao.com/9059851,경북 영천시 북안면 운북로 1984,129.01114193683358,35.91504000119119,4442
경북 영천시 고경면 동도리 618,PS3,"어린이집,유치원","교육,학문 > 유아교육 > 유치원",531,9657201,054-336-3408,고경초등학교 병설유치원,http://place.map.kakao.com/9657201,경북 영천시 고경면 호국로 1276,129.06843315722125,36.00326460144609,5252
