lat,lon,ta_avg,td_avg,hm_avg,geometry
37.53466,126.794766,13.1,7.5,71.0,POINT (126.794766 37.53466)
37.539279,126.794824,13.1,7.5,71.0,POINT (126.794824 37.539279)
37.543899,126.794881,13.2,7.5,71.0,POINT (126.794881 37.543899)
37.548518,126.794939,13.2,7.5,71.0,POINT (126.794939 37.548518)
37.553138,126.794997,13.2,7.5,71.0,POINT (126.794997 37.553138)
37.557757,126.795054,13.2,7.5,71.0,POINT (126.795054 37.557757)
37.562377,126.795112,13.2,7.5,71.0,POINT (126.795112 37.562377)
37.566997,126.79517,13.2,7.5,71.0,POINT (126.79517 37.566997)
37.571617,126.795227,13.1,7.5,71.0,POINT (126.795227 37.571617)
37.576237,126.795285,13.1,7.5,72.0,POINT (126.795285 37.576237)
37.580857,126.795342,13.1,7.5,72.0,POINT (126.795342 37.580857)
37.585476,126.7954,13.2,7.5,72.0,POINT (126.7954 37.585476)
37.594716,126.795516,13.0,7.5,72.0,POINT (126.795516 37.594716)
37.599337,126.795573,13.0,7.5,72.0,POINT (126.795573 37.599337)
37.539233,126.800625,13.2,7.5,71.0,POINT (126.800625 37.539233)
37.543853,126.800683,13.2,7.5,71.0,POINT (126.800683 37.543853)
37.548472,126.800741,13.2,7.5,71.0,POINT (126.800741 37.548472)
37.553092,126.800799,13.2,7.5,71.0,POINT (126.800799 37.553092)
37.557711,126.800857,13.2,7.5,71.0,POINT (126.800857 37.557711)
37.562331,126.800915,13.3,7.5,71.0,POINT (126.800915 37.562331)
37.566951,126.800973,13.2,7.5,71.0,POINT (126.800973 37.566951)
37.571571,126.801031,13.2,7.5,71.0,POINT (126.801031 37.571571)
37.576191,126.801089,13.2,7.5,71.0,POINT (126.801089 37.576191)
37.58081,126.801148,13.4,7.3,70.0,POINT (126.801148 37.58081)
37.58543,126.801206,13.3,7.3,70.0,POINT (126.801206 37.58543)
37.59005,126.801264,13.3,7.4,71.0,POINT (126.801264 37.59005)
37.59467,126.801322,13.1,7.5,72.0,POINT (126.801322 37.59467)
37.599291,126.80138,13.0,7.5,72.0,POINT (126.80138 37.599291)
37.603911,126.801438,13.0,7.5,72.0,POINT (126.801438 37.603911)
37.543806,126.806485,13.3,7.5,70.0,POINT (126.806485 37.543806)
37.548426,126.806543,13.3,7.5,71.0,POINT (126.806543 37.548426)
37.553045,126.806602,13.3,7.4,71.0,POINT (126.806602 37.553045)
37.557665,126.80666,13.3,7.4,71.0,POINT (126.80666 37.557665)
37.562285,126.806719,13.3,7.4,71.0,POINT (126.806719 37.562285)
37.566904,126.806777,13.3,7.4,71.0,POINT (126.806777 37.566904)
37.571524,126.806836,13.2,7.4,71.0,POINT (126.806836 37.571524)
37.576144,126.806894,13.3,7.4,71.0,POINT (126.806894 37.576144)
37.580764,126.806953,13.4,7.2,69.0,POINT (126.806953 37.580764)
37.585384,126.807011,13.3,7.2,69.0,POINT (126.807011 37.585384)
37.590004,126.80707,13.3,7.3,70.0,POINT (126.80707 37.590004)
37.594624,126.807128,13.2,7.4,71.0,POINT (126.807128 37.594624)
37.599244,126.807187,13.0,7.4,72.0,POINT (126.807187 37.599244)
37.603864,126.807245,13.0,7.4,72.0,POINT (126.807245 37.603864)
37.492947,126.811639,13.8,7.3,68.0,POINT (126.811639 37.492947)
37.497566,126.811698,13.8,7.3,68.0,POINT (126.811698 37.497566)
37.53914,126.812228,13.4,7.4,70.0,POINT (126.812228 37.53914)
37.543759,126.812286,13.4,7.4,70.0,POINT (126.812286 37.543759)
37.548379,126.812345,13.4,7.4,70.0,POINT (126.812345 37.548379)
37.552999,126.812404,13.3,7.4,70.0,POINT (126.812404 37.552999)
37.557618,126.812463,13.3,7.4,70.0,POINT (126.812463 37.557618)
37.562238,126.812522,13.3,7.4,70.0,POINT (126.812522 37.562238)
37.566858,126.812581,13.3,7.4,71.0,POINT (126.812581 37.566858)
37.571478,126.81264,13.3,7.4,71.0,POINT (126.81264 37.571478)
37.576097,126.812699,13.4,7.4,70.0,POINT (126.812699 37.576097)
37.580717,126.812758,13.4,7.2,69.0,POINT (126.812758 37.580717)
37.585337,126.812817,13.4,7.2,69.0,POINT (126.812817 37.585337)
37.589957,126.812875,13.3,7.3,70.0,POINT (126.812875 37.589957)
37.594577,126.812934,13.1,7.4,71.0,POINT (126.812934 37.594577)
37.599197,126.812993,13.1,7.4,72.0,POINT (126.812993 37.599197)
37.474424,126.8172,13.7,7.3,69.0,POINT (126.8172 37.474424)
37.479043,126.817259,13.7,7.3,69.0,POINT (126.817259 37.479043)
37.483662,126.817318,13.7,7.3,69.0,POINT (126.817318 37.483662)
37.4929,126.817436,13.8,7.2,68.0,POINT (126.817436 37.4929)
37.497519,126.817496,13.9,7.3,68.0,POINT (126.817496 37.497519)
37.502138,126.817555,13.8,7.2,68.0,POINT (126.817555 37.502138)
37.539093,126.818029,13.6,7.2,69.0,POINT (126.818029 37.539093)
37.543712,126.818088,13.6,7.2,69.0,POINT (126.818088 37.543712)
37.548332,126.818147,13.5,7.3,70.0,POINT (126.818147 37.548332)
37.552952,126.818207,13.4,7.4,70.0,POINT (126.818207 37.552952)
37.557571,126.818266,13.4,7.4,70.0,POINT (126.818266 37.557571)
37.562191,126.818325,13.3,7.4,70.0,POINT (126.818325 37.562191)
37.566811,126.818385,13.3,7.4,70.0,POINT (126.818385 37.566811)
37.571431,126.818444,13.3,7.4,70.0,POINT (126.818444 37.571431)
37.57605,126.818503,13.3,7.4,70.0,POINT (126.818503 37.57605)
37.58067,126.818563,13.4,7.3,70.0,POINT (126.818563 37.58067)
37.58529,126.818622,13.3,7.3,70.0,POINT (126.818622 37.58529)
37.58991,126.818681,13.2,7.4,71.0,POINT (126.818681 37.58991)
37.59453,126.818741,13.1,7.4,71.0,POINT (126.818741 37.59453)
37.474377,126.822995,13.7,7.3,69.0,POINT (126.822995 37.474377)
37.478996,126.823055,13.8,7.2,68.0,POINT (126.823055 37.478996)
37.483615,126.823114,13.8,7.2,68.0,POINT (126.823114 37.483615)
37.488234,126.823174,13.8,7.2,68.0,POINT (126.823174 37.488234)
37.492853,126.823233,13.9,7.2,68.0,POINT (126.823233 37.492853)
37.497472,126.823293,13.9,7.3,68.0,POINT (126.823293 37.497472)
37.502091,126.823353,13.9,7.2,68.0,POINT (126.823353 37.502091)
37.50671,126.823412,13.8,7.1,67.0,POINT (126.823412 37.50671)
37.511329,126.823472,13.7,7.1,67.0,POINT (126.823472 37.511329)
37.515949,126.823532,13.8,7.2,68.0,POINT (126.823532 37.515949)
37.520568,126.823591,13.8,7.2,68.0,POINT (126.823591 37.520568)
37.525187,126.823651,13.8,7.2,68.0,POINT (126.823651 37.525187)
37.529807,126.823711,13.7,7.1,68.0,POINT (126.823711 37.529807)
37.534426,126.82377,13.7,7.1,68.0,POINT (126.82377 37.534426)
37.539046,126.82383,13.7,7.1,68.0,POINT (126.82383 37.539046)
37.543665,126.82389,13.6,7.1,68.0,POINT (126.82389 37.543665)
37.548285,126.823949,13.6,7.1,69.0,POINT (126.823949 37.548285)
37.552904,126.824009,13.5,7.3,69.0,POINT (126.824009 37.552904)
37.557524,126.824069,13.4,7.4,70.0,POINT (126.824069 37.557524)
37.562144,126.824129,13.3,7.4,70.0,POINT (126.824129 37.562144)
37.566763,126.824188,13.3,7.4,70.0,POINT (126.824188 37.566763)
37.571383,126.824248,13.3,7.3,70.0,POINT (126.824248 37.571383)
37.576003,126.824308,13.3,7.3,70.0,POINT (126.824308 37.576003)
37.580623,126.824368,13.3,7.3,70.0,POINT (126.824368 37.580623)
37.585243,126.824427,13.2,7.4,71.0,POINT (126.824427 37.585243)
37.589863,126.824487,13.1,7.4,71.0,POINT (126.824487 37.589863)
37.474329,126.82879,13.8,7.1,68.0,POINT (126.82879 37.474329)
37.478948,126.82885,13.9,7.2,68.0,POINT (126.82885 37.478948)
37.483567,126.82891,13.9,7.2,67.0,POINT (126.82891 37.483567)
37.488186,126.82897,13.9,7.3,68.0,POINT (126.82897 37.488186)
37.492805,126.82903,13.9,7.1,67.0,POINT (126.82903 37.492805)
37.497424,126.82909,13.9,7.1,67.0,POINT (126.82909 37.497424)
37.502043,126.82915,13.9,7.2,68.0,POINT (126.82915 37.502043)
37.506663,126.829211,13.8,7.1,68.0,POINT (126.829211 37.506663)
37.511282,126.829271,13.8,7.1,67.0,POINT (126.829271 37.511282)
37.515901,126.829331,13.8,7.2,68.0,POINT (126.829331 37.515901)
37.52052,126.829391,13.8,7.2,68.0,POINT (126.829391 37.52052)
37.52514,126.829451,13.8,7.1,67.0,POINT (126.829451 37.52514)
37.529759,126.829511,13.7,7.0,68.0,POINT (126.829511 37.529759)
37.534378,126.829571,13.7,7.1,68.0,POINT (126.829571 37.534378)
37.538998,126.829631,13.7,7.2,69.0,POINT (126.829631 37.538998)
37.543617,126.829691,13.7,7.1,68.0,POINT (126.829691 37.543617)
37.548237,126.829751,13.7,7.1,68.0,POINT (126.829751 37.548237)
37.552856,126.829812,13.6,7.2,69.0,POINT (126.829812 37.552856)
37.557476,126.829872,13.5,7.3,70.0,POINT (126.829872 37.557476)
37.562096,126.829932,13.4,7.3,70.0,POINT (126.829932 37.562096)
37.566716,126.829992,13.3,7.4,70.0,POINT (126.829992 37.566716)
37.571335,126.830052,13.3,7.3,70.0,POINT (126.830052 37.571335)
37.575955,126.830112,13.3,7.3,70.0,POINT (126.830112 37.575955)
37.580575,126.830173,13.3,7.3,70.0,POINT (126.830173 37.580575)
37.585195,126.830233,13.2,7.3,71.0,POINT (126.830233 37.585195)
37.474282,126.834586,13.8,7.1,68.0,POINT (126.834586 37.474282)
37.4789,126.834646,14.0,7.2,68.0,POINT (126.834646 37.4789)
37.483519,126.834707,13.9,7.2,68.0,POINT (126.834707 37.483519)
37.488138,126.834767,14.0,7.2,68.0,POINT (126.834767 37.488138)
37.492757,126.834827,13.8,7.0,67.0,POINT (126.834827 37.492757)
37.497376,126.834888,13.8,7.0,67.0,POINT (126.834888 37.497376)
37.501995,126.834948,13.9,7.2,68.0,POINT (126.834948 37.501995)
37.506615,126.835009,13.9,7.2,68.0,POINT (126.835009 37.506615)
37.511234,126.835069,13.9,7.2,68.0,POINT (126.835069 37.511234)
37.515853,126.83513,13.8,7.0,67.0,POINT (126.83513 37.515853)
37.520472,126.83519,13.8,6.9,67.0,POINT (126.83519 37.520472)
37.525092,126.835251,13.8,7.0,68.0,POINT (126.835251 37.525092)
37.529711,126.835311,13.8,7.1,68.0,POINT (126.835311 37.529711)
37.53433,126.835372,13.8,7.2,69.0,POINT (126.835372 37.53433)
37.53895,126.835432,13.7,7.2,69.0,POINT (126.835432 37.53895)
37.543569,126.835493,13.7,7.1,68.0,POINT (126.835493 37.543569)
37.548189,126.835553,13.7,7.0,68.0,POINT (126.835553 37.548189)
37.552808,126.835614,13.7,7.0,68.0,POINT (126.835614 37.552808)
37.557428,126.835675,13.6,7.2,69.0,POINT (126.835675 37.557428)
37.562048,126.835735,13.4,7.3,70.0,POINT (126.835735 37.562048)
37.566668,126.835796,13.4,7.3,70.0,POINT (126.835796 37.566668)
37.571287,126.835856,13.4,7.3,70.0,POINT (126.835856 37.571287)
37.575907,126.835917,13.4,7.3,70.0,POINT (126.835917 37.575907)
37.580527,126.835978,13.3,7.3,70.0,POINT (126.835978 37.580527)
37.585147,126.836038,13.2,7.3,71.0,POINT (126.836038 37.585147)
37.474233,126.840381,13.7,7.4,70.0,POINT (126.840381 37.474233)
37.478852,126.840442,13.8,7.2,68.0,POINT (126.840442 37.478852)
37.483471,126.840503,13.9,6.9,67.0,POINT (126.840503 37.483471)
37.48809,126.840564,14.0,7.0,67.0,POINT (126.840564 37.48809)
37.492709,126.840624,13.9,6.9,67.0,POINT (126.840624 37.492709)
37.497328,126.840685,13.8,6.9,67.0,POINT (126.840685 37.497328)
37.501947,126.840746,14.0,7.0,67.0,POINT (126.840746 37.501947)
37.506566,126.840807,14.0,7.1,67.0,POINT (126.840807 37.506566)
37.511185,126.840868,13.9,6.9,67.0,POINT (126.840868 37.511185)
37.515805,126.840929,13.8,6.9,67.0,POINT (126.840929 37.515805)
37.520424,126.84099,13.8,7.0,68.0,POINT (126.84099 37.520424)
37.525043,126.841051,13.8,7.2,69.0,POINT (126.841051 37.525043)
37.529663,126.841112,13.8,7.3,69.0,POINT (126.841112 37.529663)
37.534282,126.841173,13.8,7.1,68.0,POINT (126.841173 37.534282)
37.538901,126.841234,13.8,7.0,68.0,POINT (126.841234 37.538901)
37.543521,126.841294,13.8,7.0,68.0,POINT (126.841294 37.543521)
37.54814,126.841355,13.7,6.9,67.0,POINT (126.841355 37.54814)
37.55276,126.841416,13.7,6.9,67.0,POINT (126.841416 37.55276)
37.55738,126.841477,13.7,7.0,68.0,POINT (126.841477 37.55738)
37.561999,126.841538,13.6,7.2,69.0,POINT (126.841538 37.561999)
37.566619,126.841599,13.5,7.3,69.0,POINT (126.841599 37.566619)
37.571239,126.84166,13.5,7.3,70.0,POINT (126.84166 37.571239)
37.575859,126.841721,13.5,7.2,70.0,POINT (126.841721 37.575859)
37.580479,126.841783,13.3,7.3,70.0,POINT (126.841783 37.580479)
37.474185,126.846176,13.7,7.5,70.0,POINT (126.846176 37.474185)
37.478803,126.846238,13.7,7.5,70.0,POINT (126.846238 37.478803)
37.483422,126.846299,13.8,7.2,69.0,POINT (126.846299 37.483422)
37.488041,126.84636,13.9,6.9,67.0,POINT (126.84636 37.488041)
37.49266,126.846421,14.0,6.9,67.0,POINT (126.846421 37.49266)
37.497279,126.846483,13.8,6.9,67.0,POINT (126.846483 37.497279)
37.501898,126.846544,13.9,6.9,67.0,POINT (126.846544 37.501898)
37.506517,126.846605,13.9,6.8,67.0,POINT (126.846605 37.506517)
37.511137,126.846667,13.9,6.8,66.0,POINT (126.846667 37.511137)
37.515756,126.846728,13.9,6.8,66.0,POINT (126.846728 37.515756)
37.520375,126.846789,13.9,6.9,67.0,POINT (126.846789 37.520375)
37.524994,126.846851,13.9,7.1,68.0,POINT (126.846851 37.524994)
37.529614,126.846912,13.9,7.2,69.0,POINT (126.846912 37.529614)
37.534233,126.846973,13.9,7.0,68.0,POINT (126.846973 37.534233)
37.538853,126.847035,13.8,6.8,67.0,POINT (126.847035 37.538853)
37.543472,126.847096,13.8,6.9,67.0,POINT (126.847096 37.543472)
37.548092,126.847157,13.7,6.8,67.0,POINT (126.847157 37.548092)
37.552711,126.847219,13.7,6.8,67.0,POINT (126.847219 37.552711)
37.557331,126.84728,13.8,7.0,68.0,POINT (126.84728 37.557331)
37.561951,126.847342,13.7,7.2,69.0,POINT (126.847342 37.561951)
37.56657,126.847403,13.6,7.2,69.0,POINT (126.847403 37.56657)
37.57119,126.847465,13.6,7.2,69.0,POINT (126.847465 37.57119)
37.57581,126.847526,13.4,7.3,70.0,POINT (126.847526 37.57581)
37.483373,126.852095,13.8,7.2,69.0,POINT (126.852095 37.483373)
37.487992,126.852157,13.9,6.9,67.0,POINT (126.852157 37.487992)
37.492611,126.852218,13.9,6.8,67.0,POINT (126.852218 37.492611)
37.49723,126.85228,13.9,7.2,68.0,POINT (126.85228 37.49723)
37.501849,126.852342,13.9,7.2,69.0,POINT (126.852342 37.501849)
37.506468,126.852403,13.9,7.0,67.0,POINT (126.852403 37.506468)
37.511088,126.852465,13.9,6.8,66.0,POINT (126.852465 37.511088)
37.515707,126.852527,13.9,6.7,66.0,POINT (126.852527 37.515707)
37.520326,126.852589,13.9,6.9,67.0,POINT (126.852589 37.520326)
37.524945,126.852651,13.9,7.1,68.0,POINT (126.852651 37.524945)
37.529565,126.852712,13.9,7.2,68.0,POINT (126.852712 37.529565)
37.534184,126.852774,13.9,7.0,68.0,POINT (126.852774 37.534184)
37.538804,126.852836,13.8,6.8,66.0,POINT (126.852836 37.538804)
37.543423,126.852898,13.8,7.0,67.0,POINT (126.852898 37.543423)
37.548043,126.852959,13.7,6.9,67.0,POINT (126.852959 37.548043)
37.552662,126.853021,13.8,6.8,67.0,POINT (126.853021 37.552662)
37.557282,126.853083,13.8,7.0,68.0,POINT (126.853083 37.557282)
37.561902,126.853145,13.7,7.2,69.0,POINT (126.853145 37.561902)
37.566521,126.853207,13.7,7.2,69.0,POINT (126.853207 37.566521)
37.571141,126.853269,13.5,7.2,69.0,POINT (126.853269 37.571141)
37.575761,126.853331,13.4,7.2,70.0,POINT (126.853331 37.575761)
37.487943,126.857953,13.9,7.1,68.0,POINT (126.857953 37.487943)
37.492562,126.858015,13.9,7.2,69.0,POINT (126.858015 37.492562)
37.497181,126.858077,13.9,7.3,69.0,POINT (126.858077 37.497181)
37.5018,126.85814,13.9,7.2,69.0,POINT (126.85814 37.5018)
37.506419,126.858202,14.0,7.0,67.0,POINT (126.858202 37.506419)
37.511038,126.858264,13.9,6.8,67.0,POINT (126.858264 37.511038)
37.515658,126.858326,14.0,7.0,67.0,POINT (126.858326 37.515658)
37.520277,126.858388,14.0,7.1,68.0,POINT (126.858388 37.520277)
37.524896,126.85845,13.9,7.2,69.0,POINT (126.85845 37.524896)
37.529515,126.858513,13.9,7.3,69.0,POINT (126.858513 37.529515)
37.534135,126.858575,14.0,7.1,68.0,POINT (126.858575 37.534135)
37.538754,126.858637,13.9,6.7,66.0,POINT (126.858637 37.538754)
37.543374,126.858699,13.8,6.9,67.0,POINT (126.858699 37.543374)
37.547993,126.858761,13.7,6.9,67.0,POINT (126.858761 37.547993)
37.552613,126.858824,13.8,6.7,66.0,POINT (126.858824 37.552613)
37.557233,126.858886,13.9,7.0,68.0,POINT (126.858886 37.557233)
37.561852,126.858948,13.7,7.1,69.0,POINT (126.858948 37.561852)
37.566472,126.859011,13.6,7.2,69.0,POINT (126.859011 37.566472)
37.571092,126.859073,13.5,7.2,69.0,POINT (126.859073 37.571092)
37.575712,126.859135,13.4,7.2,69.0,POINT (126.859135 37.575712)
37.492512,126.863812,13.9,7.3,69.0,POINT (126.863812 37.492512)
37.497131,126.863875,13.9,7.4,69.0,POINT (126.863875 37.497131)
37.50175,126.863937,14.0,7.3,69.0,POINT (126.863937 37.50175)
37.506369,126.864,14.0,7.0,68.0,POINT (126.864 37.506369)
37.510989,126.864063,14.0,7.0,67.0,POINT (126.864063 37.510989)
37.515608,126.864125,14.0,7.1,68.0,POINT (126.864125 37.515608)
37.520227,126.864188,14.0,7.3,68.0,POINT (126.864188 37.520227)
37.524846,126.86425,13.9,7.3,69.0,POINT (126.86425 37.524846)
37.529466,126.864313,13.9,7.3,68.0,POINT (126.864313 37.529466)
37.534085,126.864376,14.0,7.2,68.0,POINT (126.864376 37.534085)
37.538705,126.864438,14.0,6.9,67.0,POINT (126.864438 37.538705)
37.543324,126.864501,13.9,6.6,66.0,POINT (126.864501 37.543324)
37.547944,126.864563,13.8,6.6,66.0,POINT (126.864563 37.547944)
37.552563,126.864626,13.9,6.8,67.0,POINT (126.864626 37.552563)
37.557183,126.864689,13.9,7.0,68.0,POINT (126.864689 37.557183)
37.561802,126.864752,13.8,7.1,68.0,POINT (126.864752 37.561802)
37.566422,126.864814,13.6,7.2,69.0,POINT (126.864814 37.566422)
37.571042,126.864877,13.5,7.2,69.0,POINT (126.864877 37.571042)
37.575662,126.86494,13.6,7.1,69.0,POINT (126.86494 37.575662)
37.487843,126.869546,13.9,7.3,69.0,POINT (126.869546 37.487843)
37.492462,126.869609,13.9,7.4,69.0,POINT (126.869609 37.492462)
37.497081,126.869672,13.9,7.4,69.0,POINT (126.869672 37.497081)
37.5017,126.869735,13.9,7.4,69.0,POINT (126.869735 37.5017)
37.506319,126.869798,14.0,7.2,68.0,POINT (126.869798 37.506319)
37.510939,126.869861,14.1,7.1,68.0,POINT (126.869861 37.510939)
37.515558,126.869924,14.1,7.2,68.0,POINT (126.869924 37.515558)
37.520177,126.869987,14.0,7.3,68.0,POINT (126.869987 37.520177)
37.524796,126.87005,14.0,7.3,68.0,POINT (126.87005 37.524796)
37.529416,126.870113,14.0,7.2,68.0,POINT (126.870113 37.529416)
37.534035,126.870176,14.0,7.2,68.0,POINT (126.870176 37.534035)
37.538655,126.870239,14.1,7.0,67.0,POINT (126.870239 37.538655)
37.543274,126.870302,14.0,6.8,67.0,POINT (126.870302 37.543274)
37.547894,126.870365,14.0,6.8,67.0,POINT (126.870365 37.547894)
37.552513,126.870429,14.0,6.9,67.0,POINT (126.870429 37.552513)
37.557133,126.870492,13.9,7.0,68.0,POINT (126.870492 37.557133)
37.561752,126.870555,13.7,7.2,68.0,POINT (126.870555 37.561752)
37.566372,126.870618,13.6,7.2,69.0,POINT (126.870618 37.566372)
37.570992,126.870681,13.8,7.1,68.0,POINT (126.870681 37.570992)
37.575612,126.870744,13.7,6.8,67.0,POINT (126.870744 37.575612)
37.580232,126.870807,13.7,6.8,67.0,POINT (126.870807 37.580232)
37.473936,126.875153,13.9,7.3,69.0,POINT (126.875153 37.473936)
37.478555,126.875216,13.9,7.5,70.0,POINT (126.875216 37.478555)
37.483174,126.875279,13.9,7.5,70.0,POINT (126.875279 37.483174)
37.487793,126.875343,13.9,7.5,69.0,POINT (126.875343 37.487793)
37.492412,126.875406,13.9,7.4,69.0,POINT (126.875406 37.492412)
37.497031,126.87547,14.0,7.4,69.0,POINT (126.87547 37.497031)
37.50165,126.875533,14.0,7.4,69.0,POINT (126.875533 37.50165)
37.506269,126.875596,14.0,7.3,69.0,POINT (126.875596 37.506269)
37.510888,126.87566,14.0,7.3,69.0,POINT (126.87566 37.510888)
37.515507,126.875723,14.0,7.3,68.0,POINT (126.875723 37.515507)
37.520127,126.875787,14.0,7.3,68.0,POINT (126.875787 37.520127)
37.524746,126.87585,14.0,7.3,68.0,POINT (126.87585 37.524746)
37.529365,126.875914,14.0,7.3,68.0,POINT (126.875914 37.529365)
37.533985,126.875977,14.1,7.2,68.0,POINT (126.875977 37.533985)
37.538604,126.87604,14.1,7.0,67.0,POINT (126.87604 37.538604)
37.543224,126.876104,14.1,6.9,67.0,POINT (126.876104 37.543224)
37.547843,126.876167,14.1,6.9,67.0,POINT (126.876167 37.547843)
37.552463,126.876231,14.0,7.0,67.0,POINT (126.876231 37.552463)
37.557082,126.876294,13.9,7.1,68.0,POINT (126.876294 37.557082)
37.561702,126.876358,13.6,7.2,68.0,POINT (126.876358 37.561702)
37.566322,126.876422,13.7,7.2,68.0,POINT (126.876422 37.566322)
37.570941,126.876485,13.8,6.7,67.0,POINT (126.876485 37.570941)
37.575561,126.876549,13.5,6.8,67.0,POINT (126.876549 37.575561)
37.580181,126.876612,13.6,6.7,67.0,POINT (126.876612 37.580181)
37.584801,126.876676,13.7,6.9,68.0,POINT (126.876676 37.584801)
37.464648,126.88082,13.8,7.4,70.0,POINT (126.88082 37.464648)
37.469267,126.880884,13.9,7.5,70.0,POINT (126.880884 37.469267)
37.473886,126.880948,13.9,7.5,70.0,POINT (126.880948 37.473886)
37.478504,126.881012,13.8,7.6,70.0,POINT (126.881012 37.478504)
37.483123,126.881075,13.9,7.5,70.0,POINT (126.881075 37.483123)
37.487742,126.881139,14.0,7.4,69.0,POINT (126.881139 37.487742)
37.492361,126.881203,14.0,7.3,69.0,POINT (126.881203 37.492361)
37.49698,126.881267,14.1,7.2,68.0,POINT (126.881267 37.49698)
37.501599,126.881331,14.1,7.2,68.0,POINT (126.881331 37.501599)
37.506218,126.881395,14.1,7.3,68.0,POINT (126.881395 37.506218)
37.510838,126.881458,14.0,7.4,68.0,POINT (126.881458 37.510838)
37.515457,126.881522,14.0,7.4,68.0,POINT (126.881522 37.515457)
37.520076,126.881586,14.0,7.3,68.0,POINT (126.881586 37.520076)
37.524695,126.88165,14.0,7.3,68.0,POINT (126.88165 37.524695)
37.529315,126.881714,14.0,7.3,68.0,POINT (126.881714 37.529315)
37.533934,126.881778,14.1,7.2,68.0,POINT (126.881778 37.533934)
37.538553,126.881842,14.2,7.0,67.0,POINT (126.881842 37.538553)
37.543173,126.881906,14.1,7.0,67.0,POINT (126.881906 37.543173)
37.547792,126.881969,14.1,7.0,67.0,POINT (126.881969 37.547792)
37.552412,126.882033,14.0,7.1,68.0,POINT (126.882033 37.552412)
37.557032,126.882097,13.7,7.2,68.0,POINT (126.882097 37.557032)
37.561651,126.882161,13.6,7.2,68.0,POINT (126.882161 37.561651)
37.566271,126.882225,13.9,7.0,67.0,POINT (126.882225 37.566271)
37.570891,126.882289,13.7,6.6,66.0,POINT (126.882289 37.570891)
37.575511,126.882353,13.6,6.7,66.0,POINT (126.882353 37.575511)
37.58013,126.882417,13.7,6.7,67.0,POINT (126.882417 37.58013)
37.58475,126.882481,13.7,7.0,68.0,POINT (126.882481 37.58475)
37.58937,126.882545,13.7,7.0,68.0,POINT (126.882545 37.58937)
37.59399,126.882609,13.7,6.8,68.0,POINT (126.882609 37.59399)
37.45536,126.886486,13.8,7.4,70.0,POINT (126.886486 37.45536)
37.459978,126.886551,13.8,7.5,70.0,POINT (126.886551 37.459978)
37.464597,126.886615,13.8,7.5,70.0,POINT (126.886615 37.464597)
37.469216,126.886679,13.9,7.5,70.0,POINT (126.886679 37.469216)
37.473835,126.886743,13.9,7.5,70.0,POINT (126.886743 37.473835)
37.478453,126.886807,13.9,7.5,69.0,POINT (126.886807 37.478453)
37.483072,126.886872,14.0,7.4,69.0,POINT (126.886872 37.483072)
37.487691,126.886936,14.1,7.2,68.0,POINT (126.886936 37.487691)
37.49231,126.887,14.1,7.1,68.0,POINT (126.887 37.49231)
37.496929,126.887064,14.1,7.1,68.0,POINT (126.887064 37.496929)
37.501548,126.887128,14.2,7.1,68.0,POINT (126.887128 37.501548)
37.506167,126.887193,14.2,7.2,68.0,POINT (126.887193 37.506167)
37.510786,126.887257,14.1,7.3,68.0,POINT (126.887257 37.510786)
